1,0,0.025,0,,,,,,,,,
0,-1,0.025,-1.5708,,,,,,,,,
0.5236,0.2,-0.2,0,0,0.2,0,0,0,0,0,0,0
0.5236,-0.2,-0.2,0,0,-1,0,0,1,0,0.5,0.5,0
